DATE,STAR,LIKE,REVIEW
2020년 3월 29일,별표 5개 만점에 1개를 받았습니다.,4,아니 결제를 했는데 제 핸드폰에서는 결제가 됐다고 알림이 왔는데 정작 결제한곳에서는 결제가 안됐다고 하는데 고객센터로 물어보려고 해도 전화도 잘안받는데다가 저녁엔 운영도 안하면 그럼 고객들은 어디에 문제 해결을 요구하나요 정말 짜증나네요 평소에도 접속이 어려웠는데 이렇게 문제가 생겼을때마저도 접속이 안돼면 어디로 확인하라고요?
2020년 3월 2일,별표 5개 만점에 5개를 받았습니다.,6,"앱을 실행할 때마다 아래와 같이 계속 에러가 뜨면서 초기화 되요 ㅠㅠ -------- 인증된 폰번호와 현재 폰번호가 일치하지 않습니다. 번호 변경시, '초기화 하기' 메뉴 선택 후 재인증하셔서 사용해 주세요. [종료] [초기화 하기] -------- 참고로 제가 쓰는 핸드폰은 샤오미 홍미노트8프로 이구요 통신사는 KT알뜰폰 입니다."
2020년 3월 4일,별표 5개 만점에 5개를 받았습니다.,53,오~ 부산도 드디어 모바일 지역화폐가 나왔네요!~ 앱설치하고 카드신청도 해봤는데요 복잡하지 않고 간편하게 구성되어 있는거 같아 좋네요 저는 수도권에 올라와 있어서 명절에 내려가면 쓰려고 하는데 카드만 긁으면 된다고 하니 엄청 편할거 같네요 ㅋ 내려가면 부모님도 쓰실 수 있게 알려드릴까 해요. 지역페이는 수당도 주고 하는거 같던데 나중에 복지비용도 이걸로 쓸 수 있게 나오면 부모님도 어렵지 않게 쓰실 수 있을거 같아 기대됩니다!
2020년 2월 13일,별표 5개 만점에 3개를 받았습니다.,3,"저는 되는데 어머니가 (갤s4, 안드 5.0, cj헬로모바일 kt망) 환경에서 원래 되다가 며칠전부터 '네트워크 환경이 안정적이지 않습니다' 라는 오류 문구와 함께 앱 실행이 안되네요. 데이터를 쓰든 와이파이를 쓰든 다 안됩니다. 어떻게 해야 해결할 수 있나요?"
2020년 2월 13일,별표 5개 만점에 1개를 받았습니다.,3,어머니 폰에 동백전 실행시 네트워크 오류에 관한 글이 뜨면서 앱실행이 안됩니다. 지우고 다시 깔아봐도 같은 오류가 반복됩니다. 고객센터는 전화연결도 힘들고 어찌하란말인가요?
2020년 7월 27일,별표 5개 만점에 1개를 받았습니다.,2,"어플 실행때마다, 인증된 폰번호와 현재 폰번호가 일치하지 않습니다... 글귀가 나와 재인증해 사용하는데요. 알뜬폰이라 그런건지, 이번에 업데이트해도 동일하네요. 폰번호가 맞는데 이유를 모르겠는요, 담에 수정 부탁드립니다."
2020년 3월 30일,별표 5개 만점에 2개를 받았습니다.,,일단 어플이 너무 느려요ㅠㅠ 또 실행할때 네트워크가 불안정하다고 안열리네요.. 가맹점이라고 표시되어있어서 갔는데 결제가 안된다고해서 다른 카드로 계산했네요ㅠㅠ 자잘한 오류가 너무 많은거같아요..
2020년 4월 13일,별표 5개 만점에 2개를 받았습니다.,13,동백전의 의도는 너무 좋으나 앱이 너무 안 좋습니다. 동백전이 활성화하지 못하게 된다면 앱이 가장 큰 비율을 차지할것 같군요... 계좌등록하려고 ARS전화하고오면 다시 첫화면으로 돌아갑니다. 어찌저찌 통과를 해도 제계좌에 1원이체 후 인증숫자를 쓰라는데 그 확인하기위한 타행어플이 같은 휴대폰에 있는데 확인하고오면 다시 첫화면... 처음부터 다시 해야합니다... 결국 5번 시도했다고 오늘 더 못한다는군요...
2020년 2월 7일,별표 5개 만점에 3개를 받았습니다.,17,뭐 켜져야 잔액을 확인하고 사용하는 곳 확인해서 쓰지 와이파이연결하니까 데이터만 된데서 데이터 연결했더니 네크워크상태가 안좋다뜨고 껐다켜도 지금 19번째 네트워크 상태가 안좋다뜨고 물론 캐시백이다뭐다 평소에 잘 이용하는데 오늘 왜이러죠? 내 데이터는 변하지 않았는데 데체 뭐가 문제라서 네트워크 상태가 안좋다하는지. 내 네트워크 상태가 안좋다하는건 동백전 밖에 없네영 어떻게 해야하는지 알려주세요. 고객센터 연락해보라는 말 하면 진짜 찐으로 빡칠 듯
2020년 1월 21일,별표 5개 만점에 1개를 받았습니다.,3,너무 자주 에러나요. 미리 공지라도 하고 안돼야 당황을 덜하죠. 오늘도 일부러 동백전으로 결제하러 갔다가 허탕쳤습니다. 너무한거 아닙니까??? 진짜 최악입니다. 1-2주동안 대체 몇번이나 안되는건가요.
2020년 4월 10일,별표 5개 만점에 2개를 받았습니다.,3,동백전은 좋은데 어플이 왜이래요? 결제가 두번 된거 같아 확인하려고 하니 네트워크 불량이라고 연결이 안되요 또해도 안되요 계속해도 안되요 나중에 집에가서 결제 두번된거 확인하고 다시 돌아가서 결제 취소하고 돌아왔어요 제발 쫌 어플 관리 좀 잘해주세요
2020년 1월 31일,별표 5개 만점에 1개를 받았습니다.,,2G폰 사용중이고 공기계로 앱을 설치하여 동백전을 사용할려고 했으나 유심이 없는 상태에서는 접속조차 안되도록 되어있네요.... 도대체 왜 이런 시스템을 만들어놓았는지 모르겠습니다 제발 평가좀 읽고 개선해주세요 불만이 이만저만이 아닙니다
2020년 2월 7일,별표 5개 만점에 1개를 받았습니다.,,데이터 연결이 불안정하다더니 다른 어플들 접속은 잘만 됩니다. 어플 재설치도 하고 와이파이도 꺼보고 데이터도 껏다 켜고 30분 정도 씨름하다가 포기했습니다.
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,2,최악. 별하나도 아까움.오류가 잦아 결제승인 안되었는데 돈이 빠져 등 가게 사장님과 불필요하게 얼굴 붉히는 일 경험. 고객센터 공지사항도 없이 전화 통화중이라 전화받을수없다고만 대응 자체가 안됨.
2020년 4월 10일,별표 5개 만점에 4개를 받았습니다.,2,"가맹점 확인할때 카테고리가 나눠져있긴 하지만, 그 속에서 가게 이름을 일일이 다 보면서 즐겨찾기 하니까 많이 불편해요. 가게이름을 봐도 어딘지 모르겠어서 지도 클릭해야되고 번거롭네요ㅠㅠ 구글맵처럼 사용하기 편한 지도로 가맹점 표시를 해주세요. 부산 어디를 초행길로 가더라도, 지도에 가맹점이 바로 떠서 확인할 수 있으면 훨씬 편리할 것 같아요."
2020년 4월 12일,별표 5개 만점에 1개를 받았습니다.,11,몇일전 가입하려고 생년월일 입력하고 인증받으려면 입력한게틀리다고 5회오류나서 다음에다시하라해서 지금생각나서 다시하려니 똑같은증상이내요? 뭔인증받는데 내가 내생년월일 모르는것도아니고 그렇다고 몇년이상쓴번호가틀린것도아니고 내명의폰이 아닌것도아니고 뭐가 틀렷다는건지 알수가없내요? 이럴거믄 뭐하러 어플로가입먼저하고 신청하게한건지?그냥 부산은행연동해서 발급해주면될걸? 포기합니다 에혀
2021년 3월 5일,별표 5개 만점에 1개를 받았습니다.,1,계속 번호가 바뀌었다며 재인증하라고 뜹니다. 매번 재가입을 해야만 사용이 가능하며 심지어는 가입하자마자 앱을 종료했다가 실행시 또 휴대폰 번호가 다르다며 초기화 후 재가입하라는 안내가 뜹니다
2020년 4월 10일,별표 5개 만점에 3개를 받았습니다.,,혜택은 좋으나 사용하기 불편한 부분이 있습니다 이용내역에 월간 결제 또는 적립내용이 합산돼서 보여지는 부분이 있었으면 합니다 한건 한건 더해야 하니 조금 불편하네요 혹시 제가 합산출력 방법을 모르는 것이라면 댓글 달아주시면 별점 수정하겠습니다
2020년 3월 16일,별표 5개 만점에 4개를 받았습니다.,10,"잘 사용하고 있습니다. 아쉬운건 잔액정보인데, 1.사용 전 금액 상품권 100원 캐시뱁 10원 합계 110 원 2.사용 금액 상품권 90원 캐시백 10원 합계 100원 3.잔액 상품권 10 원 캐시백 0원 합계 10 원 이런식으로 사용 전, 후 정보를 제공해주셨으면 합니다"
2020년 3월 18일,별표 5개 만점에 3개를 받았습니다.,2,동백전어플을깔고난후에 회원가입 약관선택 후 다음 화면으로 넘어가지지않고 네트워크가원활하지않다고만 표기됩니다. 재설치 후도 동일하며 네트워크 다른 앱들은 다잘되는데 동백전만이렇습니다.
2020년 4월 12일,별표 5개 만점에 5개를 받았습니다.,3,동백전을 설치 후 사용해보니 새로운 세상이 열리네요..^^ 앞으로 카드사용은 자제하고 무조건 동백전을 이용할 예정입니다.. 앱 디자인도 깔끔하고 사용하기에 정말 편리합니다.. 저의 별점은 백점 만점에 백점!!!
2020년 2월 15일,별표 5개 만점에 3개를 받았습니다.,17,와이파이에서만 접속이 됩니다. 거의 일주일 이런 상탠데 오류 언제 잡아주실지..?? 이런 증상이 다른 분들도 있는거 같은데 그 댓글들 답변달으신 것처럼 통신불량 이런거 절대 아님다. 오류가 났으면 조치를 해줘야죠.
2020년 2월 21일,별표 5개 만점에 1개를 받았습니다.,,"별한개도 아깝네!! 별한개라도 안주면 리뷰도 못남기게 해놨구만... 사용자들 말도 많고 탈도 많은 동백전 소상공인들 위해서 쓸려면 쓰고 굳이 동백전 안써도 체크카드나 신용카드 토스 카드 토스도 충전해서 쓴다는걸 모르는 돌ㄷ가리들 엄청 많음ㅋㅋ 동백전 쓸일이 거의 없는 사람들은 다른 카드사용해도 사용실적이나 IC로 결재하면 캐시백 이라던더 기타등등 혜택 더 많이 받는데 뭣하러 동백전을 쓰남 개개인의 취양이나 라이프 스타일에 맞춰서 쓰면 될것을 초딩들도 아는걸 몰라서 여기서 충전해서 쓴다는건 기본 상식인데 몰랐다고 난리치는 돌ㄷ가ㄹ들 ...
전체 리뷰"
2020년 4월 13일,별표 5개 만점에 2개를 받았습니다.,,어플이 켜져야 잔액 확인을 할텐데 어플이 켜질 생각을 안하네요 리뷰 보니까 다른분들도 그런거 같은데 언제 오류 수정 되나요? 이런 현상 계속 되면 캐시백이고 머고 더이상 동백전 쓸 이유가 없지 않을까요?
2020년 3월 31일,별표 5개 만점에 5개를 받았습니다.,,잘사용하고 있습니다^^ 근데 어플을 실행시키면 왜 첫번째는 실행되다가 닫기고 두번째 실행시키면 되는걸까요? 그거 말고는 간단해게 사용할수 있어서 좋아요~!
2020년 2월 20일,별표 5개 만점에 1개를 받았습니다.,2,앱을 열때 마다 폰번호와 맞지않다고 나오고 초기화하라고 해서 몇번을 다시 했는지 모릅니다. 돈 입금시켜 놓고 사용할려고 하는데 이따위로 앱을 만들어 나서 너무 불편합니다.
2020년 2월 21일,별표 5개 만점에 2개를 받았습니다.,4,집에서 와이파이 연결된경우에만 충전이나 어플확인이 가능합니다.. 어플연결이 안되다보니. 불편하네요...저만 그러는줄 알았는데 생각보다 많은 분들이 이러한 불편을 겪는거 같네요..얼른 이런 불편사항이 개선되면 좋겠습니다..네트워크 이야기하기엔 저희신랑은 너무나 잘 열리네요ㅡㅡ같은 상황에서 그리고 충전금액보다 더 많은 금액결제시 바로 체크카드로 결제가 되는데 알림으로 체크카드로할건지 물어보면 좋겠습니다....
2020년 3월 30일,별표 5개 만점에 3개를 받았습니다.,,오류가 잘나는데 조금전 결재하는데 동백전카드는 금액지불되는데 결재안뜬다고.현금내었는데 지금은 먹통으로 열리지도 않는데 앱삭제하고 다시 깔아도 되나요? 금액은 다시 자동적립되나요?
2020년 3월 20일,별표 5개 만점에 1개를 받았습니다.,10,돈 충전하고 카페에서 사용했는데 직원분이 은행에 문제가 있는거같다고 안된다해서 디른카드 썻는데 폰 앱 알림에는 또 캐시백 들아왔더라구요...그래서 확인해볼라니까 앱이 그냥 메인화면에서 그 카드 충전 화면으로 계속 안넘어가요 ㅠㅠ 돈쓴건지 안써진건지 모르겟네요ㅠㅠ 지웠다 다시 깔앗다 두번하는데 처음 화면에서 안넘어가요 ㅠㅠ
2020년 3월 18일,별표 5개 만점에 1개를 받았습니다.,,아니 데이터 무제한인데 네트워크 연결하라하고만 하고 왜 계속 접속이안되나요? 돈얼마남은지 확인도안되고 어플왜 있는건지;; 빨리해결해주세요 제발
2019년 12월 29일,별표 5개 만점에 1개를 받았습니다.,,주유하다가 결제 오류로 다시 결제 했는데 중복으로 결제 되서 취소 했는데도 돈이 안들어와서 전화 할랬더니 접속도 안되고 와이프폰으로 해도 접속이 안되네요 고객센터도 상담시간이 아니라고 하고 답답하네요
2020년 1월 3일,별표 5개 만점에 1개를 받았습니다.,2,네트워크연결때문에 며칠째 접속이 안되요. 쓰고 남은금액 확인할랬는데 네트워크 때문이 접속이 안된다고 해서 지웠다가 다시 깔았는데 언제 정상화 되나요? 여전히 안됩니다
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,,접속이 잘되다가 갑자기 안되네여 다른분들말처럼 데이터 와이파이 구분없이 네트워크 장애 오류 하면서 안되네셔 이거 사용하는 사람이 무지하게 많은데 빠른 개선 요해요 빠른 개선 감사드립니다 답변까지 수고많으십니다
2020년 4월 14일,별표 5개 만점에 4개를 받았습니다.,2,잘쓰고있습니다~ 한가지 요청드리고 싶은건 월별 또는 일정기간별 사용금액을 조회했을때 총 사용금액이 뜨면 좋겠네요~ 각 건수별 금액은 뜨는데 총 사용금액을 알고자할땐 일일이 더해야하는 불편함이 잇다보니 그것만 개선요청드려요~~
2020년 4월 19일,별표 5개 만점에 2개를 받았습니다.,,다른건 다 괜찮은데 가맹점 찾기에 가게가 하나도 안나와요ㅠㅠㅠ 몇번이나 재설치했는데도 가맹점이 하나도 안뜨네요 따로 웹페이지에 가맹점 목록을 업로드하던지 다른 방법으로 개선해야 할 것 같아요
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,,카드신청에 들어가서 카드선택후 신청하기누르면 '일정기간 미사용으로 작업이중단됩니다'..요래떠요 삭제하고 다시 깔아도 그렇고..뭘 신청할수가 없는데 우찌해야될까요?
2020년 3월 25일,별표 5개 만점에 1개를 받았습니다.,,세상에..업데이트하라고해서업데이트하는데계속다운로드중만뜨고짜증나서앱제거하고다시깔고있는데계속다운로드중..이와중에실물카드로결재는되지만쫌짜증.사용자가많아지는만큼서버를큰걸로하든지..
2020년 2월 6일,별표 5개 만점에 4개를 받았습니다.,,"잘 쓰고있습니다. 병원비,애들 학원비,음식점,등등 잘 쓰고 있는데 생각보다 많이 안써지네요. 코로나영향으로 외출이 별로 없다 보니. 10프로 캐쉬백이 오랫동안 되었음 좋겠어요."
2020년 2월 7일,별표 5개 만점에 3개를 받았습니다.,1,동백전 카드를 발급받아 잘 사용하고있습니다. 하지만 앱에서는 발급된 카드가 없다고 나옵니다. 충전도되고 사용내역도 나오는데 말이죠. 확인부탁드립니다
2020년 3월 25일,별표 5개 만점에 5개를 받았습니다.,1,잘 사용하고 있습니다. 월별 이용금액(합계) 좀 보이게 개선해주세요. 사용금액 합계 내려면 계산기 뚜드려야되고 불편하네요.
2020년 3월 26일,별표 5개 만점에 5개를 받았습니다.,1,캐시적립과 사용하기.. 모두 만족하고.... 자동충전 설정기능도 있어 참 편리합니다. 계속 지금처럼(10%) 적립금이 많았으면 좋겠습니다. 잘 사용하겠습니다..짱짱짱..!!!
2020년 4월 3일,별표 5개 만점에 1개를 받았습니다.,1,"앱 관리 안하나요??? 업뎃 문제 계속 발생하다가 이제는 네트워크 4G,Wifi 둘 다 문제 없는데도 앱 실행시 오류 뜨거나 네트워크 문제라고 뜨면서 자꾸 팅기네요. 조속히 문제 해결 바랍니다."
2020년 3월 10일,별표 5개 만점에 1개를 받았습니다.,4,잔액 부족하면 연결 계좌에서 바로 빼가지 말고 알람 줬으면 좋겠어요. 충전해서 쓰면 6% 적립인데 자동 결제되버리면 적립기회놓쳐요. 그리고 잔액+적립금 동시에 쓸수 있게 해주세요!
2020년 3월 18일,별표 5개 만점에 1개를 받았습니다.,2,4/9이후로 결제된 부분은 적립이 안돼요 10만원 이상 결제한건 바로 캐쉬백되는데 그 이하는 적립이 안되네요~ 앱 업뎃 이후로 적립이 안되는것 같아요 고객센터는 늘 통화중이고 문의사항 남겨도 답변도 없고 동백전 관리 너무 안하시는거 아닌가요!!!
2020년 5월 6일,별표 5개 만점에 1개를 받았습니다.,1,서버터져서 안써지는게 태반입니다. 심지어 결제처리도 안되었는데 앱 들어오니 결제된것처럼 차감되어있네요. 이 시간에 고객센터는 전화도 안받고. 명불허전 KT에 지자체 콜라보네요. 훌륭합니다. 훌륭해.
2020년 5월 7일,별표 5개 만점에 5개를 받았습니다.,,이용내역 조회시 이용기간에 따른 합계액이 표기되면 좋겠습니다. (30일치 결제내역조회시 현재는 리스트만 보여주니 합계액을 따로 계산해야 함)
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,,가입 하려고 하면 인증 문자가 안와서 가입을 못하네요? 관리를 안하시는 건지? 리뷰가 다들 네트워크 문제니 뭐니 문제가 하나 둘이 아니네요 어플을 쓰라고 만든건지 사람들 스트레스 받게 만들려는건지 알수가없습니다 공지 같은건 확인 어디서 하나요? 친구한테 소개 받고 좋은 어플이겟구나 했더니 첫 이미지는 별점 1도 아깝습니다 앞으로 지켜볼게요
2020년 4월 13일,별표 5개 만점에 3개를 받았습니다.,3,잘 쓰다가 3월 30일 갑자기 카드가 잘 안되더니 어플도 안되네요 ㅠㅠ 혜택이 마음에 들어서 잘 쓰고 있었는데 왜 안되는 건지 알 수 있을까요? 어플이 안되서 결제 확인도 안되네요 ㅠㅠ
2020년 3월 6일,별표 5개 만점에 1개를 받았습니다.,,왜 제일은행계좌연결이없나요 그리고 카드는왔는데 잔액충전을못하고있어요 어플이 오류라고 켜지지가않아요 다시깔아도 똑같네요!!!!!!
2020년 3월 19일,별표 5개 만점에 1개를 받았습니다.,1,핸드폰변경하면서 통신사를 옮겼는데 새로 번호등록하라고 초기화 버튼이 떠도 눌려지지가않아요. 인증만10번째인데 아직도 계속 그상태 그대로입니다. 로그인할때마다 인증해야하면서까지 써야하나싶네요
2020년 5월 28일,별표 5개 만점에 1개를 받았습니다.,1,별 1개도 아깝습니다 결제가 제대로안돼서 어플실행시키는데 들어가져야지 확인을하지ㅡㅡ 20분간 시간버리고 한번더결제하고나왔습니다. 카드관리랑 어플관리가안되면 애초에 시행을하지마세요 이딴식으로 운영해서 불편하게만들지말고
2020년 4월 20일,별표 5개 만점에 1개를 받았습니다.,,결제가 먹통입니다 어플 접속도 안 되구요 다름 카드를 들고있었기에 망정이지 동백전만 가지고 있었으면 문제가 생길 뻔 했습니다 알아보니 결제 장애가 생긴게 이번이 처음이 아니더군요
2020년 5월 8일,별표 5개 만점에 2개를 받았습니다.,,접속하면 계속 네트워크상 오류가 있다며 어제부터 접속이 안돼요. 앱 삭제후 다시 깔아도 안됨. 데이터접속해도 안되고 와이파이켠 상태서도 안됨.
2020년 4월 7일,별표 5개 만점에 2개를 받았습니다.,,다른어플은 실행이되는데 이어플은 lte인데도 왜 실행이 안되고 와이파이껴야 그나마 접속이 되는건가요? 똑같은답변만 달지말고 업데이트를 해서 고쳐주세요 저는 갤럭시s7엣지입니다.
2020년 3월 11일,별표 5개 만점에 1개를 받았습니다.,,도대체 고객센터는 왜있는겁니까? 2/19에 1:1문의 했는데 9일이 지났는데도 보지도않을꺼면 아예 없애세요!!전화연결도 안되고 도대체 일은 하는거임?
2020년 3월 18일,별표 5개 만점에 3개를 받았습니다.,,어플켤때마다 초기화가 뜹니다..새로 휴대폰인증완료 후 재시작하면 또 뜨고.. 어플 한번쓸때마다 계속 초기화해야하네요ㅠ 왜이러는건지..
2020년 2월 9일,별표 5개 만점에 1개를 받았습니다.,,카드 수령지가 자택 외에 설정이 안되네요... 리뷰 보니 형식적인 답변 뿐이고 활성화 되려면 업체부터 다시 바꿔야겟네요~ 시에 연락 할 예정입니다.
2020년 2월 13일,별표 5개 만점에 5개를 받았습니다.,4,"소상공인 찾아서 사용하게되고 적립도 팍팍되고 최고입니다. 부산경제 화이팅! 상품권보다 편리해서 사용 빈도가 훨씬 놉네요. 주유, 편의점 된다는게 정말 좋아요."
2020년 1월 9일,별표 5개 만점에 2개를 받았습니다.,10,본인확인 방법을 추가해 주세요!! 법인사용자의 경우 본인명의의 폰이 아니라며 어플 사용이 불가합니다. 카드를 발급받을 때에는 카드와 인증서 등으로 온라인 발급을 받았는데 어플사용이 안되니 불편합니다. 심을 바꿔서 개인폰번호으로 인증을 받고서 법인심으로 구동하면 역시나 에러가 발생하며 사용이 불가합니다. 듀얼심 휴대폰에서도 그런 현상때문에 사용상 어려움이 있습니다.
2020년 1월 10일,별표 5개 만점에 1개를 받았습니다.,1,카드가 오류가 떠서 결제가 취소됐는데 캐쉬백은 들어왔고 어플은 켜지지도 않고. 어플을 지웠다 깔았다 수차례. 폰을 켰다 껐다 수차례. 아직도 안켜지고 답답하네요. 아 속터져
2020년 3월 22일,별표 5개 만점에 5개를 받았습니다.,,2월에 발급 받아 쭉 사용 중이에요. 10프로 캐시백이 어마어마 하네요. 동백전 덕분에 신용카드 소비도 줄이고 현금 충전해 쓰다보니 과소비도 안하게 만들어요. 앞으로도 쭉 이용하겠습니다.
2020년 4월 15일,별표 5개 만점에 4개를 받았습니다.,,너무좋은 카드인데 앱 오류가 너무 심해서 잔액 확인이 안되는점 빨리 개선 되었음 좋겠습니다 그리고 와이파이 꺼지면 네트워크 오류가 나서 충전 해야 할때 상당히 곤란합니다
2020년 5월 8일,별표 5개 만점에 5개를 받았습니다.,1,"시안성과 디자인도 뛰어나 사용이 간편하며, 다양한 혜택이 있어 무조건 강추 합니다. 동백전의 매력에 푹 빠져 살고 있읍니다."
2020년 3월 30일,별표 5개 만점에 3개를 받았습니다.,2,"기간별 충전금,적립금 조회시 총액도 표기되었으면 해요. 혜택받으려고 계획적으로 쓸려고 노력하는데 총액을 일일이 더해봐야하는 번거로움이 있네요."
2020년 2월 24일,별표 5개 만점에 1개를 받았습니다.,2,깔고 위치확인동의 같은 것들 모두 동의 누른다음에 계속 흰화면이 뜨고 한 4~5분 기다리면 네트워크 상태 확인하라고 하네요. 실행이안되서 가입도 못했어요
2020년 3월 4일,별표 5개 만점에 1개를 받았습니다.,,뭔 업데이트가 되어야 사용가능하다는데 업뎃이 안되네요 안드로이드도 최신버젼인데 계속 안되네요 뭐 충전이나 남은 금액을 확인할수가 없네요 빨리좀 개선해주세요 이래서야 뭐 쓰겠어여
2020년 4월 13일,별표 5개 만점에 1개를 받았습니다.,1,가입이 안됩니다!!인증이 안되요~ㅎㅎ발급 받아보려고 어플깔고 휴대폰 인증하는거 아무리 눌러도 안되니 신경질나서 쓰겠나싶어요~나만 안되는거야!!!??짜증나요^^
2020년 4월 1일,별표 5개 만점에 5개를 받았습니다.,7,아주 유용한 앱 서비스네요. 충전하구 카드 받아서 쓰는 게 좋구 쓰고나니 캐쉬백이 들어오구. 디자인도 깔끔하구 기능도 심플하구 직관적입니다. 만드시느라 고생하셨어요.
2020년 3월 30일,별표 5개 만점에 4개를 받았습니다.,8,덕분에 잘 사용하고 있습니다 업데이트 되면서 충전하기가 더 어렵게 되었네요 이전처럼 큰 네모 안의 금액이면 좋을텐데 작은 네모안의 숫자가 잘 보이질 않아 불편합니다 그리고 기간별 총합 사용 금액이 나왔으면 정말 좋을것같습니다 수정 좀 부탁드립니다^^
2020년 3월 30일,별표 5개 만점에 5개를 받았습니다.,,결제 알림문자를 받음과 동시 입금 알림문자가 울립니다.코로나 같은 지금 시기에 경제도 많이 힘든터인데 경제적으로 정신적으로도 위로가 됩니다. 부산 동백전 감사합니다.
2020년 4월 10일,별표 5개 만점에 3개를 받았습니다.,,일정시간 미사용으로 작업이 중단되었습니다 카드 신청을 할려니 위처럼 나오며 안되네요 앱을 지웠다 다시 깔아도 똑같이 메세지 나옵니다 어떻게 해야 하나요?
2020년 3월 30일,별표 5개 만점에 2개를 받았습니다.,1,인증된 폰번호와 현재폰번호가 일치하지않습니다 이렇게 뜨네요 밑에 다른글 보니 나밍작업을 해야 한다고 하던데 나밍작업을 어떻게 해야 합니까 해외직구폰 갤럭시a51입니다 kt알뜰폰 입니다
2020년 4월 14일,별표 5개 만점에 2개를 받았습니다.,,앱이 안열립니다. 왜이럽니까 진짜 확인 할게 있는데 시골이라 와이파이로. 접속 할수도 없고 데이터로는 접속이 불가 하네요 지금 ㅡㅡ
2020년 3월 18일,별표 5개 만점에 4개를 받았습니다.,,이벤기간이라 캐시백 비율이 높아 내가 내는 돈은 줄었음. 그러나 이 카드를 아예 안받는 유명한 직영가맹점들. 대형마트 등이 많음. 부산카드라 시외에서는 못씀. 근데 캐시백 되는 비용은 누가 부담하는 것인가. 부산시 세금?
2020년 3월 18일,별표 5개 만점에 1개를 받았습니다.,1,전산오류로 결제가 두번 됐는데 충전한 돈으로 결제한 첫번째 결제를 취소시키고 두번째 결제는 잔액이 없다고 통장에서 돈빼감ㅋㅋㅋ 캐시백 포인트도 회수ㅋㅋㅋㅋ 거기다 어플에다 문의했는데 24시간동안 답변없음
2020년 3월 1일,별표 5개 만점에 1개를 받았습니다.,,어플실행시 정상적인OS가 아니라서 이용할수가 없다고 메세지가 나옵니다. 엘지V40이며 안드로이드10버전입니다. 확인좀 부탁드립니다
2020년 3월 4일,별표 5개 만점에 3개를 받았습니다.,1,사용내역이 하나도 안떠요. 삼성페이 쓰는데 삼성페이 내에서는 사용기록 확인할 수 있는데 앱 첫화면에서는 캐시백이 그대로 남아있어서 잔액 확인을 할 수가 없네요 어떻게하나요ㅠㅠ
2020년 4월 5일,별표 5개 만점에 1개를 받았습니다.,1,카드취소후 동백전금액이 회복이 안되어 문의할래도 하루종일 전화연결은 안되고 지난번 1대1문의글남긴거 1달지나도 답변대기중 답도없고 오늘 통화연결계속안되어 포기하고 문의란 다시 글남겼는데 언제답변올지 도대체 이래가 쓰겠나요?
2020년 1월 31일,별표 5개 만점에 5개를 받았습니다.,2,동백전 사용 해보니 ㆍ너무 좋네요 ᆢ 동네 수퍼에 라면 사러갔다가 ㆍ5 천원 미만이라 ㆍ추가로 다른것도 사게되요 ᆢ ^^ ᆢ 구매 가격에서 10 % 돌려주니 너무 감사해요 ~~~ ㅎㅎ ᆢ
2020년 2월 7일,별표 5개 만점에 5개를 받았습니다.,2,"카드로.. 삼성페이로.. 사용하기 매우 간편하고, 바로바로 적립되는 캐시백 보면서 소비가 더 즐거워집니다. 좋아요~^^"
2020년 4월 14일,별표 5개 만점에 3개를 받았습니다.,1,카드신청 일주일이 지나도 오지않음 배송업체는 전화도 받지않음 언제 오려나? 차라리 하나은행가서 신청하는게 정신적으로 훨씬 나아요 정말 언제오나요? 10일 20일 30일 걸리나?
2020년 4월 13일,별표 5개 만점에 1개를 받았습니다.,2,설치하고 카드 신청하는데 폰으로 인증번호 확인차 문자앱 실행해서 보고 다시 동백전앱에 인증번호 넣을려고 클릭하면 재시작 되어서 다시 휴대폰 번호 넣어라함ㅡ.ㅡ 몇번째 다시하다가 성질나서 카드신청 안함ㅡ 먼 앱을 이따위로 만들었는지ㅡ.ㅡ
2020년 5월 18일,별표 5개 만점에 2개를 받았습니다.,,동백전 카드는 잘사용하고 있는데요 앱은 왜 이따위로 만들었나요? 와이파이에서만 접속되고 그마저도 안될때도 있고.. 개선이 시급합니다.!!!
2020년 3월 18일,별표 5개 만점에 1개를 받았습니다.,,어플 접속이 자꾸 튕겨요 캐쉬백도 제대로 들어오지않고 부족하게 들어오고 고객센터 전화연결도 몇번이나 안돼서 아직 문제점을 물어보지도 못했습니다
2020년 3월 18일,별표 5개 만점에 1개를 받았습니다.,,또 앱 실행이 안 돼요 몇번짼지 모르겠네요 언제 개선되나요?? 오늘 동백전앱 오류때문인지 평소에 동백전 결제되던 프랜차이즈 빵집에서 결제가 안 되더군요
2020년 4월 28일,별표 5개 만점에 1개를 받았습니다.,1,가맹점찾기에 가맹점 자체가 아예 안나옵니다. 처음부터 안된게 아니고 어제부터 안나오네요. 어떻게 된 건지 해결 부탁드립니다.
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,2,제 폰이 이상한건 가요ㅜ 데이터로는 동백전이 안들어가지고 돈 충전도 안됩니다 길에서 충전해서 급히 쓸려고할때 사용도 못하고 계속 튕겨져 나오는데 확인해봐주세요
