DATE,STAR,LIKE,REVIEW
2020년 3월 18일,별표 5개 만점에 1개를 받았습니다.,,또 앱 실행이 안 돼요 몇번짼지 모르겠네요 언제 개선되나요?? 오늘 동백전앱 오류때문인지 평소에 동백전 결제되던 프랜차이즈 빵집에서 결제가 안 되더군요
2020년 4월 28일,별표 5개 만점에 1개를 받았습니다.,1,가맹점찾기에 가맹점 자체가 아예 안나옵니다. 처음부터 안된게 아니고 어제부터 안나오네요. 어떻게 된 건지 해결 부탁드립니다.
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,2,제 폰이 이상한건 가요ㅜ 데이터로는 동백전이 안들어가지고 돈 충전도 안됩니다 길에서 충전해서 급히 쓸려고할때 사용도 못하고 계속 튕겨져 나오는데 확인해봐주세요
2020년 9월 23일,별표 5개 만점에 1개를 받았습니다.,,다른앱은 잘되는데 동백전은 도대체 와이파이로도 데이터네트워크로도 네트워크 상태가 고르지 않다며 연결이 안되는데 어떻게 된 건지요?
2020년 9월 7일,별표 5개 만점에 5개를 받았습니다.,,"잘쓰고 있습니다. 충전을 해야하는데 업데이트를 요구하는데 설치는 계속 대기중이네요. 이제 잔액이 없어요 얼른쓰고싶어요,,,"
2020년 4월 17일,별표 5개 만점에 2개를 받았습니다.,,"본인인증 단계에서 휴대폰 인증번호 발송이 안되고, 카드번호로 인증하려고 해도 번호오류라고 계속뜨네요. 카드신청을 할 수가 없네요ㅠ"
2020년 5월 8일,별표 5개 만점에 2개를 받았습니다.,,"앱실행 마다 전화번호가 맞질 않다고 뜨며 실행이 안되서, 가입을 계속 다시 하면서 잔액확인, 충전을 하고 있어요 매번 이러니 넘 불편합니다"
2020년 3월 30일,별표 5개 만점에 4개를 받았습니다.,1,괜찮게 잘 쓰고 있어요. 그런데 앱이 자주 다운 되고 안 열릴때가 종종 발생해요 당장 필요할때 앱이 안열리니 살짝 멘붕이...
2020년 3월 28일,별표 5개 만점에 5개를 받았습니다.,2,앱에 안들어가질때가 많아서 가끔 결제를 못해요ㅠ 충전부족해서.. 그리고 결제취소하면 입금이 넘 늦게되요;;;
2020년 4월 16일,별표 5개 만점에 5개를 받았습니다.,,지역 경제도 살리고 간편해서 좋았어요 문재인 대통령님께 다시한번 감사드림니다. 고맙습니다 어려운 여건에도 이겨내시는 모습이 아름답습니다 아직 남북통일은 산을넘어야 되겠지만 현제 노력 하시는 만큼만 하시면 곳 되지않을까요?
2020년 5월 8일,별표 5개 만점에 5개를 받았습니다.,1,가입하고 카드 신청해놓고 아직 사용은 안해 봤지만 어플은 정말 잘 만들었네요 박수 짝짝짝~ 이름도 정말 잘지었고 ㅎㅎ 여러 기능 빼버리고 자주 이용하는 기능만 넣어서 깔끔하고 심플해서 좋네요 정말 앱은 대만족입니다 부산시민으로서 동백전 잘되길 바랍니다 그런데 앱 내 충전에서 계좌연결 은행이랑 카드신청 시 계좌연결 은행이랑 차이가 뭔가요?
2020년 3월 30일,별표 5개 만점에 4개를 받았습니다.,1,부산시내에서 사용하고 포인트적립하는 재미가 있습니다. 포인트 금액이 쌓이는 것을 보면서 부산시민이라는 자부심이 마구마구 생깁니다. 단점: 처음 사용 할때는 동백전 사용가능한 곳이 많았는데 차츰 지정업소가 사라지고 있습니다. 사용가능한곳을 찾아다녀야 하고 현금이나 타 카드를 가지고 다녀야하는 불편함이 생기네요.
2020년 3월 30일,별표 5개 만점에 3개를 받았습니다.,,아빠 폰에도 동백전 깔아드려서 쓰는데 이상하게 동백전만 켯다 끄면 문자에 들어갈 수가 없네요. 다른 어플들 다 테스트 해봤는데 동백전 어플이 문제예요. 해결방법 없나요?
2020년 6월 25일,별표 5개 만점에 2개를 받았습니다.,75,알뜰폰 유심으로 변경후 인증된 폰번호와 일치하지 않다는 메세지나옴ㅡ초기화해주세오ㅡ 그래서 초기화하고 회원등록 다시 ㅡ 환영합니다ㅡ 앱 닫고 앱을 열면 똑 같은 메세지 뜸. 앱지우고 다시해도 똑 같은 현상.3번 했음. 폰번호는 변경안함.통신사만 변경함.
2020년 3월 30일,별표 5개 만점에 4개를 받았습니다.,2,다 좋은데 연결계좌 은행에 카카오뱅크가 없어서 불편합니다. 연결계좌은행은 좀 다양해져도 좋을것 같아서 별하나 뺐습니다.
2020년 3월 31일,별표 5개 만점에 1개를 받았습니다.,,앱이 어제부터 업그래이드를 하라더니 럽그레이드도 안되고 재설치도 안됩니다 충전이나 잔여금 확인 마일리지 사용을 확인 할수가 없습니다 빠른 조치 부탁드립니다
2020년 4월 14일,별표 5개 만점에 2개를 받았습니다.,,동백전 사용시 와이파이가터지는 곳에서도 모바일 데이터를 켜지 않으면 사용이 안되는데 와이파이만으로도 사용할수 있게는 안되나요?
2020년 3월 20일,별표 5개 만점에 4개를 받았습니다.,1,잘 사용 하고 있습니다. 근데. 가맹점에 포함 돼 있는 곳인데 앱에는 검색이 안되네요. 가게에 물어보니까 된다고 하는데 앱에는 없어요.
2020년 3월 26일,별표 5개 만점에 5개를 받았습니다.,,"잘 쓰고 있습니다 부산시청 열일해주셔서 감사합니다 10퍼센트 캐시백 넘 좋아요 4월뿐 아니라 5월 6월 쭉쭉 10%캐시백 해준다면 동네 소상공인들도, 주민들도 윈윈할 수 있을 거 같아요"
2020년 2월 28일,별표 5개 만점에 1개를 받았습니다.,,앱 접속시 계속 팅김 카드신청과정에서도 불안정함 주민번호 입력하면 자꾸 다른숫자로 인식함 카드신청부터 이래서 쓰다가 어떻게 관리하나라는 생각에 동백전 못쓰겟다싶네요
2020년 3월 4일,별표 5개 만점에 5개를 받았습니다.,,동백전카드 가입에서 비밀번호 실패하고 나서는 접속하기가 힘들어요~~~ 충전시킬려고 하는데 본인인증이 안 됩니다ㅠㅠ
2020년 4월 6일,별표 5개 만점에 4개를 받았습니다.,,가맹점 찾기 카테고리를 구별로 나누어 주셨으면 좋겠습니다. ㄱ부터 시작하니까 해운대구 찾을려면 한참을 내려가야해서 불편한 부분이 있네요.
2020년 2월 5일,별표 5개 만점에 1개를 받았습니다.,,접속이 안되네요 빨리 계산해야되는데 앱이 접속이 안되서 주위사람들 눈치밥 먹으면서 다른 카드로 계산 했습니다..;;
2020년 2월 7일,별표 5개 만점에 1개를 받았습니다.,,"5G, Lte, Wifi 전부 데이터 연결 상태가 안좋다고 실행이 안됩니다. 실행이 안되면 충전을 어떻게 해야하나요?"
2020년 4월 13일,별표 5개 만점에 1개를 받았습니다.,,동백전이라는 카드혜택은 좋지만 어플만 보면 너무 불편하네요 데이터로 접속하려면 네트워크 오류로 접속불가합니다.
2020년 3월 28일,별표 5개 만점에 1개를 받았습니다.,,충전금액 확인하고 쓰려고 했더니 어플은 켜지지도 않고 장난치는 것도 아니고 계좌결제로 생돈만 나갔잖아요 캐쉬백도 못받을 거면 그냥 신용카드 쓰고말지 뭔
2020년 3월 30일,별표 5개 만점에 1개를 받았습니다.,,회원가입할때 직장주소 검색하고 다시들어오니까 어플 끄지도 않았는데 처음부터 다시 입력해야 되네요.. 개선바랍니다
2020년 4월 10일,별표 5개 만점에 5개를 받았습니다.,,지금 앱이 첫화면에서 넘어가지를 않네요 폰을 다시 켜보아도 마찬가지고 앱제거하고 다시 설치를 여러번 반복해도 안되네요
2020년 3월 4일,별표 5개 만점에 1개를 받았습니다.,,아니 무슨 카드 발급 안해도 쓸수있나 싶어서 결제했는데 안돼는거 확인하고 환불하려 했는데 문의를 2개를 눟어도 환불이 안돼는데 뭐 상술입니까? 환불 해준다고 안했으면 결제도 안했을텐데 환불해준다면서 3일째 확인 안하고 뭐하는 짓거립니까
2020년 2월 18일,별표 5개 만점에 5개를 받았습니다.,,가맹점이 어디더라 생각 안하고 일단 들어가서 결재하면 어지간하면 가맹점이네요 ㅋㅋ 10프로 캐시백 이벤트 오래오래 했음 좋겠어요! 3월까지!
2020년 2월 13일,별표 5개 만점에 3개를 받았습니다.,,와..난감하네요. 2G폰이라 유심자체가 없는데.. 실행하면 유심이 없다고 실행조차 안돼고.. 가맹점 위치는 이애에서만 확인가능하고.. 어쩌자는 건가요?
2020년 1월 9일,별표 5개 만점에 3개를 받았습니다.,,가맹점 찾기를 통해 나오는 가맹점이 10년전쯤에 그 자리에 있던걸로 현재는 없어졌는데도 나오네요;;;
2020년 1월 10일,별표 5개 만점에 3개를 받았습니다.,2,적립결제 내역 조회했을때 건별 거래 후 잔액도 뜨게 해주세요.
2020년 4월 22일,별표 5개 만점에 3개를 받았습니다.,,어플에서 바로 결제가 됐으면 좋겠어요. 카드 발급 받는 게 시간도 오래 걸리고 은행도 지정돼 있어서 불편하네요.
2020년 5월 8일,별표 5개 만점에 2개를 받았습니다.,,앱에 잘안들어가져요 벌써 5시간째 들어가지지않고 튕기는데 이게뭔가요? 할인해주셔서 좋긴하지만 이렇게 접속이 어려워서야...
2020년 2월 4일,별표 5개 만점에 5개를 받았습니다.,1,개꿀입니다 대신 여기가 사용가능한곳(결제는 웬만한곳에서 가능하나 캐쉬백이 되는곳) 인지 아닌지 아는게 약간불편한점이지만 쓰시기전에 사용법은 읽어보고 쓰시면 크게 불편하지않아요 10퍼 할인 기간이 끝나는게 슬퍼요ㅠ
2020년 2월 7일,별표 5개 만점에 1개를 받았습니다.,,일정 시간 미사용으로 작업이 중단 되었습니다 라고 계속 떠는데 어떻게 하면 되나요. 삭제하고 다시 설치해도 마찬가지 입니다.
2020년 4월 30일,별표 5개 만점에 3개를 받았습니다.,1,10프로 캐시백 너무좋아요 간혹 오류때문에 결제 안되서 난감할때도 있었지만 지금은 오류거의 없는것같아요 결제금액 합계 만들어주세요 불편해요
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,30,앱오류가 너무 잦네요...이런데 케이티는 무지막지한 돈을 받아가는지...
2020년 3월 10일,별표 5개 만점에 5개를 받았습니다.,,간단 명료하게 잘 꾸며져 있슴다! 적절히 사용하여 부산 경제에 도움이 되도록 주위 분들께 홍보 많이 많이 하세요@
2020년 3월 18일,별표 5개 만점에 5개를 받았습니다.,,정말 좋은 카드라서 잘 사용하고 있는데 앱에 문제가 있는지 실행하려고 앱을 누르면 자꾸 튕깁니다 여러번 실행해야 앱에 들어가집니다 확인 하시고 고쳐주시기 바랍니다
2020년 1월 11일,별표 5개 만점에 1개를 받았습니다.,,아니... 계좌등록하려니 계속 계좌번호 오류라고하는데 왜그런거예요? 숫자 잘못친줄알고 10번은 더 넣어좟어여!!!!! 심지어 2개 계좌 다 안되는데... 하... 화가나네요.
2020년 1월 13일,별표 5개 만점에 1개를 받았습니다.,,아직 써보지도 못했을 뿐더러 예기치못한 오류라며 앱 접속조차 안되네요... 부산지역화폐가 나와서 기대했는데 실망스럽습니다
2020년 2월 29일,별표 5개 만점에 5개를 받았습니다.,26,카드 잔액이나 쌓이는 적립금을 한번에볼수있고 핸드폰에서 쉽게 쓸수있어 좋아요
2020년 3월 4일,별표 5개 만점에 4개를 받았습니다.,,어플다운 받고 은행가서 발급 받고 사용하려는데 어플에서는 계좌 등록해야하는 항목이 많네요 통장에 잔고 없어서 안되는 경우도 있었지만 계좌 등록 일일이 하려니 불편하네요 소상공인 기준을 잘 선택했으면 하는데 아이러니 하네요
2020년 3월 30일,별표 5개 만점에 1개를 받았습니다.,2,"동백전 앱 들어갈려면 꼭...세,네번만에...들어감....프로그램 개발을 어떻게 한것인지..짜증나네.....S9+ 사용하고 있음... 그리고 충전 금액을 2,3,4만원도 넣어 놓아야지....3만원 입금할려면..만원세번을 해야됨......"
2020년 3월 27일,별표 5개 만점에 3개를 받았습니다.,,나머지는 다되는데 왜 가맹점 조회가 안되는지요?? 가맹점 이게 찾아보고 가야되는데 하나도 안떠있고 다시 깔아봐도 안되있는데 쓸수가 없네요;;; 어떻게 해야되나요???
2020년 5월 17일,별표 5개 만점에 3개를 받았습니다.,4,"카드도 발급받고, 가입도 다 했는데 새로 앱 실행할때마다 인증된 폰번호와 현재 폰번호가 다릅니다 재인증하셔서 사용해주세요 이렇게 뜨는데 어떻게 해야하나요?"
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,,회원가입조차 되질않아요. 문자인증전까지 입력은 되는데 인증문자가 전혀 오질않네요 SKT는 사용이 안되나요? 부산은행에서도 정확히 모르더군요.
2020년 2월 12일,별표 5개 만점에 1개를 받았습니다.,,쓴지 얼마안됐어도 캐쉬백들어오는것도 좋고 맘에 들었는데 짜증나서 못써먹겠네요 무슨앱이 자꾸 네트워크 연결이 안된데요?
2020년 2월 13일,별표 5개 만점에 3개를 받았습니다.,,"혜택은 좋은데, 어플 동작이 너무 느림. 이 가게가 해당되는지 확인하려고 어플켜다가 포기하는 경우가 많을정도로 구동속도가 너무 느림"
2020년 3월 11일,별표 5개 만점에 5개를 받았습니다.,4,부산을 대표하는 꽃 이름으로 지은 동백전. 이름이 멋지네요. 부산에서 이용하는 혜택도 많아 기대가 됩니다. 앱도 복잡하지 않고 사용하기 편리해 보여 한번 써 봐야겠네요.
2020년 3월 18일,별표 5개 만점에 3개를 받았습니다.,,슈퍼에서 우유를 2 번 샀읍니다 .10%씩 적립 되여 기분 좋았읍니다. 택시는 개인 도 일반 택시도 안되더라고요. 언제쯤 택시 될가요.?!
2020년 2월 11일,별표 5개 만점에 4개를 받았습니다.,,앱이 먹통입니다. 네트워크 연결이 안된다고 뜹니다. 빨리 고쳐주세요. 온 가족 폰의 앱이 다 먹통입니다.
2020년 2월 13일,별표 5개 만점에 1개를 받았습니다.,,갤럭시s10 사용중인데 접속이안되서 재설치하면 들어가지고 익일에 또 접속안되서 재설치하고있어요 안드로이드os 에 대해서 유지보수부탁드려요
2020년 5월 12일,별표 5개 만점에 5개를 받았습니다.,2,제가 쓰기엔 카드도 이쁘고 앱도 원활히 잘되는데 리뷰를 보니 안된다는사람이 많네요 저는 정말 사용하기 편리해서 추천드리고싶네용!
2020년 4월 16일,별표 5개 만점에 3개를 받았습니다.,,동백전 어플이 와이파이 일 때는 잘 되지만 와이파이가 아닌 상태에서는 오류가 떠서 충전도 잔액 확인도 할 수 없어 결국은 다른 카드를 쓰게 되네요ㅜㅜ
2020년 5월 8일,별표 5개 만점에 3개를 받았습니다.,,어플 실행도 오래걸리고 가맹점 검색이 불편합니다. 지도 외에 지역별로 볼수 있는 방식이 있었으면합니다
2020년 4월 14일,별표 5개 만점에 1개를 받았습니다.,47,잘 사용하고 있는데 괜한 업데이트를 해야만 사용할수 있게해서 지금현재 마음대로 사용할수없어서 넘 불만입니다 업데이트가 안되네요 2일이나 시도했는데 대기중만 나오고 안되서 동백전 사용도 못하고 있어요
2020년 4월 15일,별표 5개 만점에 2개를 받았습니다.,,신청을해서 등록하려는데 자꾸 통신상연결이안된다하고 네트워크문제라고뜨네요 다른인터넷어플들은다잘되는데 왜그런지모르겠네요
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,1,잔액 얼마 남았는지도 표시 안 되어서 50만 넘게 사용하니 자동으로 체크카드로 넘어갑니다. . 총 누적 사용 금액이나 잔액 표시 바랍니다
2020년 2월 29일,별표 5개 만점에 3개를 받았습니다.,,켤때마다 통신이어쩌고하면서 종료되고 다시들어가야 됩니다. 이번에는 5번이나 튕기고 들어가지네요.
2020년 3월 4일,별표 5개 만점에 1개를 받았습니다.,,어플이 실행안되요 통신중 오류가 발생했다고 어플 삭제후 다시 하여도 그대로 입니다 충전을 할수가 없네요
2020년 3월 18일,별표 5개 만점에 3개를 받았습니다.,,잘 쓰고있는데... 네트워크 오류가 너무 자주 발생해서 잔액을 제대로 확인할 수 없을때가 많습니다 ㅠㅠ
2020년 3월 18일,별표 5개 만점에 1개를 받았습니다.,,카드뱌아서 충전하고 사용하는대 어플에는 사용됬다고 금액뜨는대 가게에서는 사용중지되있다고 결제안된다는대 뭔가요 확인해보니 카드 사용등록 다되있는대 왜안되는겁니까 어플은 들어가지다가 첫 로딩화면에서 넘어가지도않내 다시받아도 똑같고
2020년 4월 10일,별표 5개 만점에 3개를 받았습니다.,,잘쓰고있었는데 어플실행이 안되네요 다시 설치해도 마찬가지이고.. 쓰지말라고 만든건 아닐텐데 고쳐주세요 언능
2020년 3월 19일,별표 5개 만점에 1개를 받았습니다.,,네트워크 관리 좀 해주세요 뭔 맨날 연결 안 돼서 충전도 못하고 오늘도 캐시백 혜택 30000원은 봤을건데 네트워크 문제로 활용 못했네요 ㅋ
2020년 3월 26일,별표 5개 만점에 2개를 받았습니다.,,카드가 도착했다해서 우편함에 놔둬달라했는데 집에 갔는데 없더라구요ㅠㅜ 그래서 재발급을 받고싶은데 찾아봐도 재발급 받는데가 없더라구요 어떻게 재발급을 받죠?ㅠㅜ
2020년 3월 30일,별표 5개 만점에 1개를 받았습니다.,49,앱연결하기 하늘의별따기임ㅡ얼마썼는지 확인을할수가없음ㅡ앱이 실행이돼야 뭘하지 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ LTE상태에서는 앱 안열림 그리고 결제시 계속 오류떠서 결제할수가 없음 가게점원분이 동백전은 늘 오류뜬다고 함
2020년 4월 4일,별표 5개 만점에 3개를 받았습니다.,1,가지고 있는 통장에서 바로 빠지는 체크카드 기능이 있으면 좋겠어요 매번 충전하기 귀찮아요 계산할때 잔액부족 뜨면 난감하구요
2020년 3월 16일,별표 5개 만점에 1개를 받았습니다.,1,이거 확인안되는데 왜이렇죠? 결제안된다고하는데 어플에는 결제한거처럼 나오고 진짜 왜그럽니까? 방금 쓴글은 지우고
2020년 3월 18일,별표 5개 만점에 1개를 받았습니다.,,접속도안되고 접속할라하니 업데이트하라하고 업데에트할라하니 업데이트도안되고 어이가없네 별 마이너스로 줄수는없나..
2020년 4월 11일,별표 5개 만점에 1개를 받았습니다.,2,네트워크가 원활치않아 접속이 안된다고 이틀째 발급신청 못하고 있음 요즘세상에 접속도 안되는 어플이 있다니...
2020년 3월 7일,별표 5개 만점에 5개를 받았습니다.,,"웬만한 식당, 가게 다 되어서 좋아요. 유용합니다. 월별 한도액이 늘어나면 좋겠어요."
2020년 3월 19일,별표 5개 만점에 1개를 받았습니다.,2,평점이 왜 2점대일까 했는데 오류 진짜 많이나고 쓰레기 같아요 충전 해야되는데 어차피 오늘 안에 안고쳐질거고 하루 기다려야겠죠? 진짜 별로
2020년 3월 4일,별표 5개 만점에 4개를 받았습니다.,,가압이 완료 된것 같은데 가드신청 을 햇는데 언제 돼나요 ... 충전도 좀금 해놧습니다 4월 5일 동백전 어플 깔고 카드 오기만 기다립니다 ...
2020년 3월 4일,별표 5개 만점에 5개를 받았습니다.,,"너무좋아요! 카드사보담,훨낫죠! 캐시백하니... 그리고지역발전을 함께할수 있다는건 뿌듯!"
2020년 5월 2일,별표 5개 만점에 1개를 받았습니다.,2,안드로이드 5 에서 10일부터 갑자기 실행이 안됨. 언제 수정될지 계획이 없다는 답변에 ㅎㅎㅎ 그냥 웃지요.
2020년 5월 7일,별표 5개 만점에 1개를 받았습니다.,,캐시백 재원부족이라더니...업데이트를 해야 충전 할 수 있는데 수일째 업데이트가 안됨 결국 사용하지 마라는건지..
2020년 4월 13일,별표 5개 만점에 3개를 받았습니다.,1,원래 와이파이있어야만 접속가능한건가요? 데이터로는 접속이안되고 꼭 와이파이가있어야만 쓸수있어서 불편해요
2020년 4월 13일,별표 5개 만점에 1개를 받았습니다.,,아니 어플에서는 사용가능하다해서 갔는데 사장님은 사용못한다면서 자기는 들은거 없다고 하고 헛걸음질만 했네요 사용가능한 곳을 좀 똑바로 표시해줬으면 합니다
2020년 5월 15일,별표 5개 만점에 4개를 받았습니다.,,"바로바로 이용내역이 안뜰때가 있고, 제한된 장소가 많지만, 어려운시국에 조금이라도 도움이 되어주네요"
2020년 1월 5일,별표 5개 만점에 4개를 받았습니다.,,출시 되자마자 사용해서 몇달짼데 처음보다는 세분화된 충전 단위도 편리하구요 너무 잘쓰고 있습니다 좋아요!
2020년 1월 6일,별표 5개 만점에 2개를 받았습니다.,,팝업창 아랫부분 닫기인지 다시보지않기 인지 선택하는 창이 화면에 잘려서 누를수가 없어요ㅠㅠ 제발 팝업창 크기 좀 조절해주세요
2020년 4월 13일,별표 5개 만점에 3개를 받았습니다.,,오늘 카드발급 후 앱을 깔아 하나은행 계좌를 등록했는데 결제상황 등 보유내역 등 전혀나오지않습니다.알려주세요.
2020년 2월 19일,별표 5개 만점에 1개를 받았습니다.,1,앱이 실행이안됨. 네트워크 잘만 연결되어있는데도 원활하지않다고 빠꾸먹임 관리좀잘해라 진짜ㅡㅡ 고쳐줘 빨리
2020년 2월 21일,별표 5개 만점에 2개를 받았습니다.,,kt앱이었네요 kt폰이 아니면 사용불가인 모양이네요 계좌등록 진행중에 인증완료를 누르기전까진 네트워크 어쩌구 저쩌구 안뜨다가 꼭 인증완료를 누르기만하면 네트워크 접속불량이라고 뜨는거였네요
2020년 11월 14일,별표 5개 만점에 3개를 받았습니다.,3,공인인증서로도 로그인가능하게해주세요 휴대폰명의가 다른게 너무불편.. 제발요 아님 폰번호라도 수정가능하게해줘요
2020년 2월 28일,별표 5개 만점에 5개를 받았습니다.,,조금 불편한점이 있긴 하지만 캐시백이 많이되어 도움이 많이되고 가급적이면 많이 사용하고 샆어져요.
2020년 3월 4일,별표 5개 만점에 3개를 받았습니다.,,어제부터 통신중예기치않은 오류라고 앱사용이 불가합니다 무슨문제인거고 언제 정상화되나요?
2020년 5월 5일,별표 5개 만점에 3개를 받았습니다.,2,조회시 합계금액이 없어 너무 불편. 적립금액이든 결제금액이든 조회시 총 금액안나오니 일일이 계산기 뚜둥기고 있네요
2020년 5월 7일,별표 5개 만점에 1개를 받았습니다.,59,지금껏 잘 사용하고있었는데 오늘 업데이트 해야 사용가능이란 문구이후로 하루종일 업그레이드 안되고있네요~ 다른 충전방법이 있나요?
2020년 2월 29일,별표 5개 만점에 3개를 받았습니다.,,오늘 결제가 된걸로 처리되는디 편의점은 안됐다고하고 충전금액만 차금되네요 ㅠ kt서비스센터 번호도없고 어디서 처리하나요
2020년 3월 4일,별표 5개 만점에 1개를 받았습니다.,1,앱 실행이 ㅡㅡ 안되요 첫결제하고 포인트확인하려는데 종일 안됩니다 머 이런 어플이 있나 부산사람들 성격 급한거 모르나 ㅡㅡ
2020년 3월 20일,별표 5개 만점에 3개를 받았습니다.,,정상적인 os가 아니면 서비스 이용이 안된다면서 앱실행이 안됩니다 고객센터 전화연결도 안되구요 오류인가요?
2020년 3월 26일,별표 5개 만점에 1개를 받았습니다.,,앱 알림은 결제가 되었다고 뜨는데 업체에서는 결제가 안되었다고 해서 다른 카드로 결제 했네요.... 확인 부탁 드립니다
2020년 4월 7일,별표 5개 만점에 1개를 받았습니다.,1,계속 렉걸리고 네트워크접속이 안된다고하고 예기치못한오류가 생겼다며 너무 잘 안됩니다ㅠㅠ
2020년 1월 23일,별표 5개 만점에 5개를 받았습니다.,,동백전 아주 만족스럽게 잘 사용하고 있어요! 다른 지역화폐도 동백전처럼 실물카드가 있으면 훨씬 잘 될듯합니당ㅎ
2020년 1월 29일,별표 5개 만점에 1개를 받았습니다.,56,로그인 잘 안되고 가맹점 찾기도 힘들고 별 하나 주기도 아깝네요. 그리고 충전식 카드라고 말했으면 발급을 고민하고 냈을텐데 안내장에도 그런말이 없었네요. 사용해보고 가족들에게 추천해주려고 했는데 추천 안하고 싶네요.
2020년 3월 9일,별표 5개 만점에 5개를 받았습니다.,,"최고에요. 계속되는 10% 적립혜택도 좋고, UI도 신경써서 만든 것 같아요. 편리합니다."
2020년 3월 19일,별표 5개 만점에 5개를 받았습니다.,2,앱설치 후 사용해보니 App 디자인도 세련되었고 심플한것이 너무너무 마음에 들어요. 많이들 사용 강추드립니다...
2020년 1월 29일,별표 5개 만점에 5개를 받았습니다.,1,매우 좋아요! 근데 하이브리드로 다음달 결제되는 부분도 내역을 표시해주셨으면 더 좋겠어요!
2020년 1월 29일,별표 5개 만점에 1개를 받았습니다.,,휴대폰 본인인증 문자가 10~20분뒤에 전송되어서 가입이 불가능합니다. 인증시스템에 문제가 있는 거 같습니다.
2020년 4월 10일,별표 5개 만점에 2개를 받았습니다.,,앱 실행하니 통신 중 예기치않는 오류가 발생했다면서 실행이 안 됩니다. 왜 이런거죠?
2020년 4월 10일,별표 5개 만점에 5개를 받았습니다.,1,어플만으로는 별2개도 아깝지만 10% 캐시백때문에 만점 드립니다. 10%캐시백 기간연장을 염원합니다.
2020년 4월 1일,별표 5개 만점에 2개를 받았습니다.,1,잘되다가 앱업뎃도 안되고 지우고 새로 깔려니 다운도 안되고 어째야될런지..와이파이 수신잘되고 데이터도 많은데ㅡㅡ
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,,탭으론 접속조차 안되네요. 저 처럼 폰은 2g폰이고 탭으로 인터넷하는 사람은 어떻게 충전하죠? 발급 후 사용 못하고 잇습니다. 빠른 개선 부탁드립니다
2020년 1월 18일,별표 5개 만점에 2개를 받았습니다.,,자꾸 네트워크 이상이라면서 안 들어가집니다 급하게 써야할때마다 난감해요 폰 기종이 갤럭시 노트4라서 그런건가요?
2020년 1월 21일,별표 5개 만점에 5개를 받았습니다.,,카카오뱅크 계좌연결되게 해주세요~! 카뱅안되서 부산은행 한번 더 이체시키고 충전해야하니 너무 불편해 미칠것 같아요. ㅠㅠ
2020년 3월 30일,별표 5개 만점에 1개를 받았습니다.,,네이버 밴드 어플을 악성코드로 인식하네요. 밴드어플을 삭제하고 어플설치후 밴드를 다시 설치하니 다시 악성코드로 인식... 밴드를 사용해야하는데 어찌해야할지
2020년 4월 4일,별표 5개 만점에 1개를 받았습니다.,,너무 어려워요. 충전방식이라 많이 번거롭네요. 폰결제 되는 쉬은 방법으로 업그레이드 부탁드립니다
2020년 2월 5일,별표 5개 만점에 1개를 받았습니다.,1,Ios 안드로이드 버전 낮으니까 아예 플레이스토어에 없네요 ...다른 카드나 은행앱은 다 깔리는데 이게 뭡니까 ...버전 범위좀 수정해주세요 ㅡㅡ
2020년 2월 7일,별표 5개 만점에 1개를 받았습니다.,,왜 연결이안돼요-??? 위치켜도 가맹점나오지도않고-아니 도대체 점거안하고 뭐하시는건지-동백전괜히만드러서짱증나게
2020년 4월 22일,별표 5개 만점에 2개를 받았습니다.,,카드를 만드려다가 민증 발급일자 오류를 5번 초과해서 만들 수가 없습니다. 운전면허증도 없어요. 이럴 경우 어떻게 해야합니까?
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,,접속이 되야 충전을 하든 뭘하지... 제발 접속 좀 하게 해주세요! LTE wifi 둘다 안되요!
2020년 2월 9일,별표 5개 만점에 2개를 받았습니다.,,계속 통신 오류가 뜨네요. 이러면 동백전 사용하기 불편해서 사용이 안될 것 같은데요.
2020년 2월 13일,별표 5개 만점에 1개를 받았습니다.,,가입하려고 폰인증번호 전송누르면 예기치못한문제발생 했다고 진행이 안됩니다 수십번을 해봐도 똑같네요 머가 문제인가요
2021년 1월 29일,별표 5개 만점에 3개를 받았습니다.,,카드신청시 일정시간미사용으로 거래불가가 계속 뜨는데 제거후 다시 설치해도 그렇네요 어떻게 해결해야 할까요?
2020년 1월 11일,별표 5개 만점에 3개를 받았습니다.,,모바일로 하나은행 동백전 발급하면 등록할 수 있는 은행 계좌가 부산은행이나 오프라인으로는 등록 안되니 새로 계정 파야해서 그렇네요
2020년 1월 13일,별표 5개 만점에 1개를 받았습니다.,1,안들어가지는게 너무심하네요. 이래서 사용가능하겠어요? 데이터 와이파이 다 안들어가져요.
2020년 4월 10일,별표 5개 만점에 4개를 받았습니다.,,동백전은 너무좋은데 간혹오류로 결제가안될때가있고 어플들어가는거도 팅길때가있어요 유용하게잘쓰고있어요
